report_id,instrument,product,result,product1_id,product2_id,product3_id
Report_54,X-Ray Diffractometer XRD-6000,"Almond Oil, Gum, Vitamin E",145,Almond Oil,Gum,Vitamin E
Report_54,Thermocycler TC-5000,"Almond Oil, Beeswax, Vitamin E",37,Almond Oil,Beeswax,Vitamin E
Report_54,Conductivity Meter CM-215,"Coconut Oil, Beeswax, Glycerin",1500,Coconut Oil,Beeswax,Glycerin
Report_566,Viscometer VS-300,"Coconut Oil, Gum, Vitamin E",5246.93,Coconut Oil,Gum,Vitamin E
Report_57,LC-400-02,"Jojoba Oil, Cetyl Alcohol, Vitamin E",210.75 ug/mL,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_57,LC-400-03,"Jojoba Oil, Gum, Glycerin",300.9 ug/mL,Jojoba Oil,Gum,Glycerin
Report_57,UV-2600-01,"Jojoba Oil, Gum, Glycerin",2.8 Abs,Jojoba Oil,Gum,Glycerin
Report_57,UV-2600-03,"Coconut Oil, Beeswax, Glycerin",1.2 Abs,Coconut Oil,Beeswax,Glycerin
Report_57,T-905-01,"Jojoba Oil, Cetyl Alcohol, Vitamin E",0.007 M,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_57,T-905-02,"Almond Oil, Gum, Vitamin E",0.009 M,Almond Oil,Gum,Vitamin E
Report_57,MS-20-01,"Coconut Oil, Beeswax, Glycerin",845 m/z,Coconut Oil,Beeswax,Glycerin
Report_57,MS-20-03,"Jojoba Oil, Gum, Glycerin",1050 m/z,Jojoba Oil,Gum,Glycerin
Report_583,UV-Vis Spectrophotometer UV-2600,"Coconut Oil, Beeswax, Glycerin",1.8,Coconut Oil,Beeswax,Glycerin
Report_583,Microplate Reader MRX,"Coconut Oil, Cetyl Alcohol, Vitamin E",2.4,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_583,Conductivity Meter CM-215,"Coconut Oil, Beeswax, Vitamin E",1250,Coconut Oil,Beeswax,Vitamin E
Report_583,PCR Machine PCR-96,"Almond Oil, Cetyl Alcohol, Vitamin E",20,Almond Oil,Cetyl Alcohol,Vitamin E
Report_625,X-Ray Diffractometer XRD-6000,"Coconut Oil, Gum, Vitamin E",145,Coconut Oil,Gum,Vitamin E
Report_625,X-Ray Diffractometer XRD-6000,"Coconut Oil, Beeswax, Glycerin",165,Coconut Oil,Beeswax,Glycerin
Report_625,Rheometer R-4500,"Jojoba Oil, Cetyl Alcohol, Vitamin E",350,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_625,Viscometer VS-300,"Jojoba Oil, Gum, Vitamin E",2027.34,Jojoba Oil,Gum,Vitamin E
Report_625,Four Ball FB-1000,"Almond Oil, Cetyl Alcohol, Glycerin",0.75,Almond Oil,Cetyl Alcohol,Glycerin
Report_63,Titrator T-905,"Coconut Oil, Beeswax, Glycerin",Concentration,Coconut Oil,Beeswax,Glycerin
Report_63,Microplate Reader MRX,"Almond Oil, Gum, Glycerin",Optical Density,Almond Oil,Gum,Glycerin
Report_63,FTIR Spectrometer FTIR-8400,"Almond Oil, Beeswax, Glycerin",Wavenumber,Almond Oil,Beeswax,Glycerin
Report_646,Spectrometer Alpha-300,"Coconut Oil, Beeswax, Glycerin",650 nm,Coconut Oil,Beeswax,Glycerin
Report_646,Gas Chromatograph GC-2010,"Almond Oil, Beeswax, Vitamin E",200 ppm,Almond Oil,Beeswax,Vitamin E
Report_646,Rheometer R-4500,"Jojoba Oil, Cetyl Alcohol, Vitamin E",500 Pa-s,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_646,Viscometer VS-300,"Coconut Oil, Cetyl Alcohol, Glycerin",5132.32 cP,Coconut Oil,Cetyl Alcohol,Glycerin
Report_646,Viscometer VS-300,"Jojoba Oil, Beeswax, Glycerin",3019.16 cP,Jojoba Oil,Beeswax,Glycerin
Report_661,Rheometer R-4500,"Coconut Oil, Cetyl Alcohol, Vitamin E",853.4,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_661,Microplate Reader MRX,"Jojoba Oil, Cetyl Alcohol, Glycerin",2.3,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_67,Ion Chromatograph IC-2100,"Almond Oil, Beeswax, Vitamin E",25.678,Almond Oil,Beeswax,Vitamin E
Report_67,Gas Chromatograph GC-2010,"Almond Oil, Beeswax, Glycerin",89.5,Almond Oil,Beeswax,Glycerin
Report_67,PCR Machine PCR-96,"Coconut Oil, Cetyl Alcohol, Glycerin",35.2,Coconut Oil,Cetyl Alcohol,Glycerin
Report_67,Spectrometer Alpha-300,"Jojoba Oil, Cetyl Alcohol, Glycerin",650.45,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_67,pH Meter PH-700,"Coconut Oil, Beeswax, Glycerin",7.2,Coconut Oil,Beeswax,Glycerin
Report_67,Microplate Reader MRX,"Coconut Oil, Gum, Vitamin E",3.56,Coconut Oil,Gum,Vitamin E
Report_67,X-Ray Diffractometer XRD-6000,"Almond Oil, Beeswax, Vitamin E",50,Almond Oil,Beeswax,Vitamin E
Report_67,HPLC System HPLC-9000,"Coconut Oil, Cetyl Alcohol, Glycerin",650.25,Coconut Oil,Cetyl Alcohol,Glycerin
Report_67,Viscometer VS-300,"""Almond Oil"", ""Gum"", ""Vitamin E""",7737.43,"""Almond Oil""","""Gum""","""Vitamin E"""
Report_712,CM-215,"Jojoba Oil, Gum, Glycerin",1500,Jojoba Oil,Gum,Glycerin
Report_712,PCR-96,"Coconut Oil, Gum, Vitamin E",25,Coconut Oil,Gum,Vitamin E
Report_712,VS-300,"Coconut Oil, Cetyl Alcohol, Glycerin",5137.78,Coconut Oil,Cetyl Alcohol,Glycerin
Report_758,R-4500,"Jojoba Oil, Cetyl Alcohol, Vitamin E",2.5 Pa-s,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_758,VS-300,"Coconut Oil, Cetyl Alcohol, Glycerin",4977.89 cP,Coconut Oil,Cetyl Alcohol,Glycerin
Report_758,XRD-6000,"Almond Oil, Cetyl Alcohol, Glycerin",160°C,Almond Oil,Cetyl Alcohol,Glycerin
Report_758,X100,"Coconut Oil, Gum, Vitamin E",12000 RPM,Coconut Oil,Gum,Vitamin E
Report_762,UV-Vis Spectrophotometer UV-2600,"Coconut Oil, Gum, Glycerin",3.2,Coconut Oil,Gum,Glycerin
Report_762,UV-Vis Spectrophotometer UV-2600,"Coconut Oil, Beeswax, Vitamin E",2.8,Coconut Oil,Beeswax,Vitamin E
Report_762,Centrifuge X100,"Almond Oil, Cetyl Alcohol, Glycerin",14000,Almond Oil,Cetyl Alcohol,Glycerin
Report_762,Conductivity Meter CM-215,"Jojoba Oil, Cetyl Alcohol, Vitamin E",1500,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_762,FTIR Spectrometer FTIR-8400,"Almond Oil, Beeswax, Glycerin",3500,Almond Oil,Beeswax,Glycerin
Report_768,NMR Spectrometer NMR-500,"Almond Oil, Beeswax, Vitamin E",10.5,Almond Oil,Beeswax,Vitamin E
Report_778,Conductivity Meter CM-215,"Almond Oil, Gum, Vitamin E",1340,Almond Oil,Gum,Vitamin E
Report_778,Viscometer VS-300,"Almond Oil, Gum, Glycerin",7720.2,Almond Oil,Gum,Glycerin
Report_778,Centrifuge X100,"Coconut Oil, Cetyl Alcohol, Glycerin",8000,Coconut Oil,Cetyl Alcohol,Glycerin
Report_778,Thermocycler TC-5000,"Jojoba Oil, Gum, Vitamin E",37,Jojoba Oil,Gum,Vitamin E
Report_778,Mass Spectrometer MS-20,"Jojoba Oil, Gum, Glycerin",650,Jojoba Oil,Gum,Glycerin
Report_778,HPLC System HPLC-9000,"Almond Oil, Beeswax, Vitamin E",110,Almond Oil,Beeswax,Vitamin E
Report_778,PCR Machine PCR-96,"Almond Oil, Gum, Vitamin E",25,Almond Oil,Gum,Vitamin E
Report_780,Mass Spectrometer MS-20,"Coconut Oil, Gum, Vit E",1750,Coconut Oil,Gum,Vit E
Report_826,HPLC,"Almond Oil, Cetyl Alcohol, Vitamin E",350.75,Almond Oil,Cetyl Alcohol,Vitamin E
Report_826,Liquid Chromatograph LC-400,"Almond Oil, Cetyl Alcohol, Vitamin E",250.4,Almond Oil,Cetyl Alcohol,Vitamin E
Report_826,FTIR,"Almond Oil, Cetyl Alcohol, Glycerin",1802,Almond Oil,Cetyl Alcohol,Glycerin
Report_826,Viscometer VS-300,"Coconut Oil, Gum, Vitamin E",5094.54,Coconut Oil,Gum,Vitamin E
Report_826,Viscometer VS-300,"Coconut Oil, Cetyl Alcohol, Glycerin",5212.75,Coconut Oil,Cetyl Alcohol,Glycerin
Report_827,Mass Spectrometer MS-20,"Coconut Oil, Gum, Glycerin",850,Coconut Oil,Gum,Glycerin
Report_84,GC-2010,"Coconut Oil, Cetyl Alcohol, Vitamin E",550,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_84,MS-20,"Jojoba Oil, Cetyl Alcohol, Glycerin",1250,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_84,IC-2100,"Jojoba Oil, Gum, Glycerin",75,Jojoba Oil,Gum,Glycerin
Report_84,NMR-500,"Coconut Oil, Cetyl Alcohol, Vitamin E",10,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_84,VS-300,"Coconut Oil, Cetyl Alcohol, Vitamin E",5014.46,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_849,Conductivity Meter CM-215,"Almond Oil, Gum, Vitamin E",750,Almond Oil,Gum,Vitamin E
Report_853,Centrifuge X100,"Almond Oil, Beeswax, Glycerin",12000,Almond Oil,Beeswax,Glycerin
Report_853,PCR Machine PCR-96,"Jojoba Oil, Cetyl Alcohol, Vitamin E",25,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_853,Conductivity Meter CM-215,"Jojoba Oil, Gum, Vitamin E",800,Jojoba Oil,Gum,Vitamin E
Report_853,Gas Chromatograph GC-2010,"Almond Oil, Beeswax, Glycerin",250,Almond Oil,Beeswax,Glycerin
Report_853,Mass Spectrometer MS-20,"Jojoba Oil, Cetyl Alcohol, Vitamin E",650,Jojoba Oil,Cetyl Alcohol,Vitamin E
Report_853,Microplate Reader MRX,"Jojoba Oil, Gum, Vitamin E",2.5,Jojoba Oil,Gum,Vitamin E
Report_853,Viscometer VS-300,"Jojoba Oil, Gum, Glycerin",1830.94,Jojoba Oil,Gum,Glycerin
Report_891,NMR-500,"Jojoba Oil, Cetyl Alcohol, Glycerin",15,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_891,R-4500,"Coconut Oil, Cetyl Alcohol, Glycerin",500,Coconut Oil,Cetyl Alcohol,Glycerin
Report_891,T-905,"Almond Oil, Cetyl Alcohol, Glycerin",0.005,Almond Oil,Cetyl Alcohol,Glycerin
Report_908,FB-1000,"Coconut Oil, Cetyl Alcohol, Vitamin E",0.425,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_908,TC-5000,"Coconut Oil, Beeswax, Glycerin",37,Coconut Oil,Beeswax,Glycerin
Report_908,MRX,"Almond Oil, Beeswax, Vitamin E",2.5,Almond Oil,Beeswax,Vitamin E
Report_908,T-905,"Jojoba Oil, Gum, Glycerin",0.007,Jojoba Oil,Gum,Glycerin
Report_948,Conductivity Meter CM-215,"Coconut Oil, Cetyl Alcohol, Glycerin",1800,Coconut Oil,Cetyl Alcohol,Glycerin
Report_948,Viscometer VS-300,"Almond Oil, Gum, Vitamin E",7709.11,Almond Oil,Gum,Vitamin E
Report_948,Viscometer VS-300,"Coconut Oil, Beeswax, Vitamin E",4788.7,Coconut Oil,Beeswax,Vitamin E
Report_949,Liquid Chromatograph LC-400,"Jojoba Oil, Beeswax, Vitamin E",250,Jojoba Oil,Beeswax,Vitamin E
Report_949,pH Meter PH-700,"Coconut Oil, Beeswax, Vitamin E",6.75,Coconut Oil,Beeswax,Vitamin E
Report_949,Ion Chromatograph IC-2100,"Coconut Oil, Cetyl Alcohol, Vitamin E",55,Coconut Oil,Cetyl Alcohol,Vitamin E
Report_949,Gas Chromatograph GC-2010,"Jojoba Oil, Beeswax, Glycerin",750,Jojoba Oil,Beeswax,Glycerin
Report_949,Titrator T-905,"Almond Oil, Gum, Glycerin",0.005,Almond Oil,Gum,Glycerin
Report_949,Viscometer VS-300,"Almond Oil, Cetyl Alcohol, Vitamin E",7386.29,Almond Oil,Cetyl Alcohol,Vitamin E
Report_949,Viscometer VS-300,"Almond Oil, Gum, Vitamin E",7727.96,Almond Oil,Gum,Vitamin E
Report_978,PCR-96,"Jojoba Oil, Beeswax, Vitamin E",26.5,Jojoba Oil,Beeswax,Vitamin E
Report_978,GC-2010,"Coconut Oil, Beeswax, Glycerin",150.3,Coconut Oil,Beeswax,Glycerin
Report_978,FB-1000,"Coconut Oil, Gum, Glycerin",0.735,Coconut Oil,Gum,Glycerin
Report_978,NMR-500,"Jojoba Oil, Cetyl Alcohol, Glycerin",10.2,Jojoba Oil,Cetyl Alcohol,Glycerin
Report_978,HPLC-9000,"Almond Oil, Gum, Glycerin",450.88,Almond Oil,Gum,Glycerin
Report_978,MS-20,"Jojoba Oil, Beeswax, Vitamin E",1200,Jojoba Oil,Beeswax,Vitamin E
Report_978,VS-300,"Jojoba Oil, Gum, Glycerin",1875.54,Jojoba Oil,Gum,Glycerin
Report_978,VS-300,"Jojoba Oil, Gum, Glycerin",1825.3,Jojoba Oil,Gum,Glycerin
Report_978,Alpha-300,"Coconut Oil, Beeswax, Glycerin",540,Coconut Oil,Beeswax,Glycerin
Report_993,PCR-96,"Jojoba Oil, Gum, Vitamin E",28,Jojoba Oil,Gum,Vitamin E
Report_993,MS-20,"Almond Oil, Cetyl Alcohol, Glycerin",1520,Almond Oil,Cetyl Alcohol,Glycerin
Report_993,NMR-500,"Coconut Oil, Gum, Glycerin",19,Coconut Oil,Gum,Glycerin
Report_993,X100,"Almond Oil, Beeswax, Vitamin E",8000,Almond Oil,Beeswax,Vitamin E
Report_993,Viscometer VS-300,"Coconut Oil, Beeswax, Vitamin E",4792.39,Coconut Oil,Beeswax,Vitamin E
